0,0,2.5,2.4
0,9,2.0,2.8
0,11,1.0,2.7
0,13,4.0,2.5
0,17,2.5,2.8
1,28,3.0,3.2
1,29,5.0,3.5
1,30,4.0,3.3
1,32,3.0,3.6
1,40,3.0,3.4
1,41,3.0,3.4
1,44,5.0,3.5
1,56,4.0,3.4
1,60,3.0,3.4
1,61,2.0,3.2
1,68,4.0,3.5
1,86,3.0,3.5
1,88,3.0,3.7
1,94,4.0,3.1
2,27,4.0,3.7
2,98,3.0,3.4
2,126,3.0,3.4
2,131,3.5,3.7
2,135,4.5,3.8
3,140,5.0,4.0
3,142,3.0,4.0
3,55,5.0,4.3
3,59,5.0,4.3
3,157,5.0,4.6
3,160,5.0,4.6
3,176,5.0,4.3
3,179,5.0,4.5
3,185,5.0,4.5
3,187,5.0,4.6
3,189,5.0,4.6
3,191,5.0,4.6
3,196,5.0,4.6
3,206,5.0,4.1
3,207,5.0,4.4
3,210,4.0,4.2
3,214,5.0,4.5
3,217,3.0,3.8
3,219,5.0,4.4
3,226,3.0,4.3
3,229,5.0,4.3
3,231,2.0,3.9
3,232,5.0,4.6
3,241,5.0,4.7
3,247,5.0,4.4
3,254,3.0,4.2
3,285,1.0,4.2
3,288,4.0,4.4
3,299,3.0,3.7
3,301,5.0,4.4
3,302,3.0,4.5
3,305,5.0,4.1
3,308,4.0,4.5
4,141,4.0,4.0
4,325,3.5,4.0
4,158,3.5,3.8
4,164,4.0,3.9
4,328,2.5,3.8
4,329,4.0,3.8
4,333,4.0,4.0
4,336,3.5,4.0
4,348,4.5,3.8
4,365,4.0,3.7
4,371,4.0,3.9
4,372,4.0,3.9
4,374,4.5,4.0
4,381,4.5,4.0
5,195,4.5,3.7
5,390,4.5,3.6
5,200,4.5,3.3
5,392,2.0,3.5
5,398,4.0,3.8
5,401,4.0,3.4
5,406,3.0,3.3
5,130,4.0,3.4
5,415,3.0,3.5
5,416,4.5,3.8
6,419,4.0,3.3
6,90,4.0,3.6
6,427,4.0,3.6
6,429,2.0,3.3
6,434,4.0,3.9
6,440,4.0,3.5
6,445,3.0,3.9
7,454,3.5,3.7
7,202,4.0,4.0
7,441,3.5,3.8
7,459,4.0,4.0
7,460,3.0,3.9
7,333,5.0,3.6
7,225,5.0,4.0
7,461,3.0,3.8
7,470,4.0,4.0
7,471,4.5,4.0
7,484,4.0,3.6
7,487,3.0,3.7
7,415,4.5,3.8
7,495,3.5,4.0
7,377,4.5,4.0
7,379,3.5,3.7
8,21,4.0,3.9
8,503,3.0,3.8
8,79,5.0,4.0
8,505,5.0,3.9
8,513,4.0,3.6
8,16,2.0,3.5
8,462,4.0,3.7
8,519,4.0,3.9
8,402,5.0,3.8
9,335,5.0,3.7
9,536,5.0,4.0
9,402,5.0,3.9
9,539,3.0,3.3
9,542,2.0,3.7
9,545,3.0,4.2
10,24,5.0,4.3
10,554,3.5,4.0
10,556,3.0,4.1
10,557,5.0,4.1
10,571,4.5,4.3
11,579,3.0,2.6
11,392,2.0,2.7
11,614,2.0,2.9
11,620,4.0,2.7
12,99,4.5,3.9
12,79,4.0,3.9
12,225,4.0,3.9
12,339,4.0,3.7
12,402,3.0,3.8
12,290,3.0,3.9
12,344,3.0,3.7
12,628,4.5,3.6
12,480,4.5,3.9
12,486,4.0,3.8
12,128,4.5,3.8
12,633,4.5,3.8
12,636,4.5,3.7
12,638,3.0,3.4
13,111,3.0,2.4
13,281,2.0,3.2
13,646,3.0,3.0
13,409,4.0,2.5
14,417,2.0,2.9
14,650,2.0,2.5
14,658,3.0,2.9
14,25,2.5,2.8
14,661,3.0,2.9
14,385,5.0,3.0
14,670,0.5,2.3
14,31,3.0,2.8
14,677,4.0,2.5
14,143,5.0,2.9
14,690,2.0,2.5
14,48,1.0,2.3
14,691,5.0,3.0
14,99,2.0,2.9
14,698,3.5,2.9
14,699,1.0,2.5
14,69,5.0,2.8
14,702,3.0,2.8
14,703,3.0,2.7
14,705,4.0,2.5
14,708,5.0,2.8
14,711,3.0,2.8
14,712,3.0,2.5
14,324,2.5,2.4
14,453,2.5,2.8
14,715,2.0,2.7
14,719,2.5,2.6
14,720,4.0,2.9
14,103,4.0,3.0
14,325,1.5,2.3
14,730,4.0,2.4
14,735,4.0,2.6
14,551,5.0,3.0
14,745,5.0,2.8
14,172,4.0,2.7
14,757,3.5,2.9
14,436,3.0,2.8
14,762,4.0,2.9
14,182,5.0,2.8
14,328,5.0,2.9
14,190,3.0,3.0
14,107,3.5,2.7
14,777,5.0,2.9
14,780,3.0,2.9
14,389,4.0,2.9
14,781,3.0,2.9
14,783,3.5,2.9
14,787,4.0,2.8
14,789,3.5,2.9
14,790,3.0,2.9
14,792,3.0,2.8
14,795,3.0,2.7
14,202,4.0,2.8
14,441,3.0,2.7
14,798,3.0,2.9
14,391,1.0,2.8
14,806,5.0,2.6
14,818,1.0,2.7
14,820,4.0,2.5
14,458,4.0,2.9
14,831,4.0,2.9
14,392,4.0,2.8
14,332,2.0,2.9
14,532,1.0,2.4
14,843,0.5,2.6
14,845,3.5,2.4
14,460,3.5,2.9
14,334,3.0,2.7
14,395,2.0,2.3
14,224,3.0,2.7
14,877,3.0,2.9
14,885,1.0,2.4
14,892,3.0,2.8
14,896,0.5,2.5
14,898,3.0,2.9
14,899,2.0,2.4
14,114,4.5,2.8
14,905,2.0,2.3
14,907,3.0,3.0
14,910,1.0,2.6
14,340,1.5,2.3
14,275,1.0,2.9
14,920,4.0,2.4
14,521,1.0,2.7
14,341,5.0,2.8
14,936,1.0,2.3
14,940,4.0,2.6
14,941,1.0,2.8
14,947,1.0,2.3
14,949,1.0,2.2
14,285,4.0,2.5
14,287,4.0,2.9
14,289,4.0,2.7
14,958,1.5,2.5
14,120,2.0,2.5
14,970,4.0,3.0
14,300,4.0,2.7
14,343,5.0,2.9
14,977,2.5,3.0
14,978,2.0,3.2
14,979,4.0,3.0
14,304,4.0,2.8
14,588,1.5,2.4
14,589,1.0,2.8
14,996,3.0,2.8
14,1002,2.0,2.6
14,315,2.0,2.7
14,1009,4.0,2.9
14,1014,1.0,2.5
14,1019,3.0,2.9
14,1020,1.5,2.5
14,1027,3.5,2.9
14,1041,5.0,3.0
14,1042,0.5,2.4
14,1051,4.0,2.7
14,1055,1.0,2.5
14,1057,3.0,2.6
14,468,2.0,2.9
14,1069,2.0,2.7
14,1074,5.0,2.9
14,1079,1.0,2.3
14,1082,2.0,2.9
14,604,1.0,2.4
14,1093,4.0,2.5
14,1111,4.0,2.6
14,1113,1.0,3.0
14,1120,2.0,2.8
14,1127,4.0,2.6
14,1134,5.0,2.6
14,1149,1.0,2.7
14,1153,1.0,2.6
14,1164,5.0,2.7
14,1167,1.0,2.3
14,1173,1.0,2.3
14,1181,3.0,2.8
14,1187,3.0,2.3
14,1192,4.0,2.5
14,1198,2.0,2.4
14,1204,3.5,2.6
14,1211,5.0,2.8
14,1221,5.0,2.7
14,1227,1.0,2.7
14,1234,1.5,2.7
14,1240,1.0,2.5
14,1255,3.5,2.9
14,1271,1.0,2.2
14,1276,4.0,2.8
14,1279,1.0,2.2
14,1281,4.0,2.9
14,1286,3.0,2.9
14,1290,0.5,2.4
14,127,4.0,2.9
14,1299,4.0,2.9
14,412,5.0,2.9
14,1306,3.0,2.8
14,486,2.5,2.9
14,1310,2.0,3.0
14,1315,0.5,2.2
14,1331,1.5,2.8
14,1332,3.0,3.2
14,1353,2.5,2.3
14,1355,3.5,2.8
14,1362,4.0,2.5
14,1363,1.0,2.6
14,1366,2.5,3.1
14,1368,2.5,2.9
14,413,3.0,2.9
14,1377,3.5,2.8
14,1378,3.0,2.9
14,1384,1.0,2.8
14,1393,1.0,3.0
14,1398,1.5,2.4
14,1399,4.0,3.0
14,1400,1.5,3.2
