1,30,4,3.2,0.8,0.64,0.81187487,0.901040992
1,37,5,3.5,1.5,2.25,,
1,45,5,3.1,1.9,3.61,,
1,47,4,3.2,0.8,0.64,,
1,50,3,3.4,-0.4,0.16,,
1,52,2,3.1,-1.1,1.21,,
1,92,3,3.6,-0.6,0.36,,
2,98,3,3.4,-0.4,0.16,,
2,64,2.5,3.8,-1.3,1.69,,
2,105,5,3.6,1.4,1.96,,
2,115,3,3.5,-0.5,0.25,,
2,122,5,3.7,1.3,1.69,,
2,126,3,3.6,-0.6,0.36,,
2,133,3.5,3.6,-0.1,0.01,,
3,60,4,3.9,0.1,0.01,,
3,146,3,4.1,-1.1,1.21,,
3,150,4,4.4,-0.4,0.16,,
3,156,4,4,0,0,,
3,172,5,4.6,0.4,0.16,,
3,214,5,4.6,0.4,0.16,,
3,216,5,4.4,0.6,0.36,,
3,217,3,3.7,-0.7,0.49,,
3,110,5,4.2,0.8,0.64,,
3,222,4,3.9,0.1,0.01,,
3,224,5,4.5,0.5,0.25,,
3,238,4,4.4,-0.4,0.16,,
3,241,5,4.7,0.3,0.09,,
3,249,4,4,0,0,,
3,255,5,4,1,1,,
3,282,4,3.9,0.1,0.01,,
3,285,1,4.2,-3.2,10.24,,
3,290,5,4.6,0.4,0.16,,
3,298,5,4.7,0.3,0.09,,
3,312,2,4.2,-2.2,4.84,,
3,317,5,4.5,0.5,0.25,,
3,318,2,4.3,-2.3,5.29,,
4,164,4,3.9,0.1,0.01,,
4,16,4,4,0,0,,
4,343,3.5,3.8,-0.3,0.09,,
4,381,4.5,3.9,0.6,0.36,,
5,158,4,3.8,0.2,0.04,,
5,406,3,3.6,-0.6,0.36,,
5,344,4,3.6,0.4,0.16,,
5,412,5,3.7,1.3,1.69,,
6,421,2,3.3,-1.3,1.69,,
6,145,3,2.9,0.1,0.01,,
6,425,3,3.4,-0.4,0.16,,
6,59,3,3.6,-0.6,0.36,,
6,153,4,3.9,0.1,0.01,,
6,83,4,3.5,0.5,0.25,,
6,106,5,3.9,1.1,1.21,,
6,187,4,3.9,0.1,0.01,,
6,437,5,3.8,1.2,1.44,,
6,443,2,2.5,-0.5,0.25,,
6,210,4,3.7,0.3,0.09,,
6,211,3,3,0,0,,
6,11,5,2.9,2.1,4.41,,
7,23,5,4.1,0.9,0.81,,
7,449,2,3.4,-1.4,1.96,,
7,186,4,4.2,-0.2,0.04,,
7,189,4,4,0,0,,
7,194,4,4.1,-0.1,0.01,,
7,219,4,3.8,0.2,0.04,,
7,113,4,4,0,0,,
